gender,age_group,edu_level,personal_income,avg_use_time_min,leisure_score,utility_score
남성,40~49,4년제이상 대학,300만원 ~ 400만원,37.769999999999996,0.0,14.875793697490627
여성,30~39,4년제이상 대학,소득없음,44.637499999999996,0.0,19.654050538789306
남성,30~39,"2,3년제 전문대학",300만원 ~ 400만원,38.5675,1.370027220592517,13.910356296334852
남성,60이상,4년제이상 대학,200만원 ~ 300만원,36.5125,9.37675453267697,0.35628966439454235
여성,20~29,"2,3년제 전문대학",200만원 ~ 300만원,41.597500000000004,0.9557482199483869,14.169322648666283
여성,30~39,고등학교,소득없음,45.5375,0.5872631866611076,18.89922595575262
남성,50~59,4년제이상 대학,300만원 ~ 400만원,36.8275,0.0,11.522531006061275
남성,50~59,고등학교,300만원 ~ 400만원,37.7275,0.19961176229562172,13.947644380328951
남성,30~39,고등학교,300만원 ~ 400만원,38.8575,11.260768329259472,0.0
남성,40~49,4년제이상 대학,200만원 ~ 300만원,38.305,14.958926245628188,0.18768290418263733
남성,30~39,고등학교,300만원 ~ 400만원,38.8575,11.786562177219942,0.0
여성,50~59,4년제이상 대학,300만원 ~ 400만원,36.345,9.369918546140081,0.0
여성,40~49,4년제이상 대학,100만원 ~ 200만원,42.7275,16.756669110735213,0.0
여성,60이상,고등학교,300만원 ~ 400만원,36.394999999999996,1.1885816093969988,11.059029771799985
여성,60이상,고등학교,200만원 ~ 300만원,36.93,4.14614902,5.87655842375
여성,30~39,고등학교,300만원 ~ 400만원,38.375,2.0939375345,3.0812222397499998
남성,20~29,4년제이상 대학,300만원 ~ 400만원,40.935,13.474897153213611,3.3687578671220044
여성,50~59,4년제이상 대학,200만원 ~ 300만원,36.88,5.81059205255225,0.0
여성,40~49,4년제이상 대학,400만원 ~ 500만원,37.7825,3.36349114325,4.82852508275
남성,16~19,"2,3년제 전문대학",700만원 이상,46.510000000000005,53.53011680989349,68.66312137258596
여성,40~49,"2,3년제 전문대학",500만원 ~ 600만원,41.585,6.29761913975,8.92540141175
여성,50~59,4년제이상 대학,400만원 ~ 500만원,36.84,10.954589912724574,0.0
남성,16~19,4년제이상 대학,400만원 ~ 500만원,41.71,0.0,19.03117784266604
여성,50~59,"2,3년제 전문대학",400만원 ~ 500만원,37.45,12.154948567499488,0.0
여성,20~29,4년제이상 대학,200만원 ~ 300만원,40.9875,0.0,15.158320974197087
남성,30~39,4년제이상 대학,500만원 ~ 600만원,41.644999999999996,5.4353020875,7.614398191499999
남성,20~29,"2,3년제 전문대학",300만원 ~ 400만원,41.545,2.18510856275,3.2457798235
남성,30~39,4년제이상 대학,400만원 ~ 500만원,38.4525,13.039902782912332,0.0
여성,20~29,고등학교,200만원 ~ 300만원,41.887499999999996,2.1561519799999997,3.09729775975
여성,20~29,4년제이상 대학,소득없음,47.614999999999995,2.0859026825,2.889407717
남성,40~49,고등학교,소득없음,45.8325,2.5747389985,3.814099955
여성,50~59,4년제이상 대학,200만원 ~ 300만원,36.88,14.779794604778225,0.29401412411609273
여성,60이상,4년제이상 대학,400만원 ~ 500만원,35.99,0.0,19.43780382708746
여성,40~49,중졸이하,100만원 미만,44.7025,27.466857419137618,16.410401198344797
여성,30~39,4년제이상 대학,400만원 ~ 500만원,37.97,3.17563126125,4.441500711
남성,20~29,4년제이상 대학,200만원 ~ 300만원,41.47,12.018480057701554,0.6538247672570727
여성,20~29,고등학교,200만원 ~ 300만원,41.887499999999996,13.694545378023317,0.0
남성,50~59,4년제이상 대학,300만원 ~ 400만원,36.8275,12.99576179722294,0.0
여성,20~29,4년제이상 대학,200만원 ~ 300만원,40.9875,15.031748836269877,0.0
남성,30~39,4년제이상 대학,500만원 ~ 600만원,41.644999999999996,5.4353020875,7.614398191499999
여성,20~29,4년제이상 대학,200만원 ~ 300만원,40.9875,1.76900072175,2.52598145775
여성,50~59,"2,3년제 전문대학",300만원 ~ 400만원,36.955,2.75316104375,4.105086759250001
여성,20~29,고등학교,300만원 ~ 400만원,41.35249999999999,0.0,13.768318571117524
여성,30~39,4년제이상 대학,200만원 ~ 300만원,38.01,1.7769291335,2.5662508215
남성,50~59,고등학교,300만원 ~ 400만원,37.7275,0.0,11.382051710395798
여성,30~39,중졸이하,소득없음,50.3925,21.05439252574622,13.979165319017122
남성,30~39,중졸이하,300만원 ~ 400만원,43.712500000000006,2.5740040840525626,23.877590056425433
여성,30~39,고등학교,300만원 ~ 400만원,38.375,2.0939375345,3.0812222397499998
남성,30~39,4년제이상 대학,300만원 ~ 400만원,37.957499999999996,1.6126830402499999,2.43598813825
여성,20~29,"2,3년제 전문대학",600만원 ~ 700만원,40.57000000000001,7.006455777381182,28.964089914367786
남성,20~29,4년제이상 대학,200만원 ~ 300만원,41.47,1.67489748575,2.45206365825
여성,40~49,4년제이상 대학,300만원 ~ 400만원,37.287499999999994,15.76617501806809,0.0
남성,30~39,"2,3년제 전문대학",300만원 ~ 400만원,38.5675,0.0,6.783905117938396
여성,40~49,4년제이상 대학,소득없음,44.449999999999996,15.232530971740804,0.0
남성,50~59,4년제이상 대학,300만원 ~ 400만원,36.8275,0.0,15.449541641189057
여성,50~59,4년제이상 대학,200만원 ~ 300만원,36.88,2.24294996675,3.311370594
여성,20~29,"2,3년제 전문대학",300만원 ~ 400만원,41.0625,15.866791631174769,0.0
남성,30~39,고등학교,소득없음,46.02,14.635962654865605,0.0
남성,20~29,4년제이상 대학,소득없음,48.0975,0.0,11.543629309251546
남성,40~49,4년제이상 대학,300만원 ~ 400만원,37.769999999999996,1.8005429222499998,2.82301251
남성,30~39,"2,3년제 전문대학",소득없음,45.730000000000004,0.0,15.538452078129469
여성,30~39,고등학교,300만원 ~ 400만원,38.375,10.513931583000858,0.0
여성,50~59,"2,3년제 전문대학",400만원 ~ 500만원,37.45,4.22200602875,6.0366815325
남성,30~39,고등학교,소득없음,46.02,2.3868791165000003,3.42707558325
여성,30~39,4년제이상 대학,200만원 ~ 300만원,38.01,0.0,17.58380370815188
여성,40~49,"2,3년제 전문대학",300만원 ~ 400만원,37.8975,13.800561716286909,0.39121144582508993
남성,30~39,4년제이상 대학,소득없음,45.12,1.99972785825,2.85575928125
여성,40~49,4년제이상 대학,300만원 ~ 400만원,37.287499999999994,15.509940381715124,0.0
여성,60이상,4년제이상 대학,500만원 ~ 600만원,39.182500000000005,17.289921925479504,8.768618679358912
여성,40~49,4년제이상 대학,200만원 ~ 300만원,37.8225,1.9647890154999998,2.9532751932499997
남성,50~59,대학원 이상,300만원 ~ 400만원,56.41499999999999,23.590737966228392,17.846145934324028
남성,50~59,4년제이상 대학,400만원 ~ 500만원,37.3225,0.0,19.824049545845412
남성,30~39,4년제이상 대학,400만원 ~ 500만원,38.4525,0.0,15.000919623469436
여성,40~49,4년제이상 대학,400만원 ~ 500만원,37.7825,15.329263697685708,0.4329499073364733
남성,50~59,대학원 이상,200만원 ~ 300만원,56.949999999999996,23.794575526522458,11.54187925938817
남성,20~29,"2,3년제 전문대학",300만원 ~ 400만원,41.545,2.18510856275,3.2457798235
여성,20~29,"2,3년제 전문대학",300만원 ~ 400만원,41.0625,0.0,12.105882288316403
여성,30~39,4년제이상 대학,300만원 ~ 400만원,37.474999999999994,0.0,14.810550011522627
남성,50~59,고등학교,200만원 ~ 300만원,38.2625,0.0,9.264319246064328
남성,30~39,중졸이하,200만원 ~ 300만원,44.2475,9.61902876325,15.770813772250001
남성,20~29,4년제이상 대학,200만원 ~ 300만원,41.47,9.737003096117046,0.0
여성,40~49,4년제이상 대학,200만원 ~ 300만원,37.8225,9.392703298172412,1.0996867374467043
여성,40~49,4년제이상 대학,200만원 ~ 300만원,37.8225,1.9647890154999998,2.9532751932499997
남성,50~59,4년제이상 대학,200만원 ~ 300만원,37.3625,9.720907979505462,0.1421477498052348
남성,30~39,"2,3년제 전문대학",300만원 ~ 400만원,38.5675,0.0,12.772195404207618
남성,20~29,4년제이상 대학,300만원 ~ 400만원,40.935,1.6047546285,2.3957187745
여성,16~19,4년제이상 대학,소득없음,47.894999999999996,9.349161757559934,1.4029910718364595
남성,40~49,4년제이상 대학,200만원 ~ 300만원,38.305,1.8706857794999998,2.87935739375
여성,40~49,고등학교,300만원 ~ 400만원,38.1875,0.0,12.315425391237502
남성,50~59,4년제이상 대학,500만원 ~ 600만원,40.515,5.90132292075,8.359517964
여성,50~59,4년제이상 대학,200만원 ~ 300만원,36.88,16.07640678301284,0.0
여성,50~59,4년제이상 대학,300만원 ~ 400만원,36.345,2.1728071095,3.25502571025
여성,50~59,4년제이상 대학,200만원 ~ 300만원,36.88,13.959257766268912,0.0
남성,16~19,4년제이상 대학,500만원 ~ 600만원,44.9025,16.579809762961,3.130584884193844
여성,60이상,고등학교,소득없음,43.5575,0.8566562856565101,16.781684674399884
여성,40~49,4년제이상 대학,200만원 ~ 300만원,37.8225,18.42966034141828,0.0
남성,40~49,4년제이상 대학,300만원 ~ 400만원,37.769999999999996,8.159300448626277,0.0
남성,30~39,4년제이상 대학,200만원 ~ 300만원,38.4925,6.880659146525736,0.0
여성,30~39,고등학교,300만원 ~ 400만원,38.375,11.424240920818713,0.0
남성,40~49,고등학교,소득없음,45.8325,2.5747389985,3.814099955
여성,16~19,고등학교,300만원 ~ 400만원,41.63249999999999,3.91902086775,5.497955245
남성,20~29,고등학교,300만원 ~ 400만원,41.834999999999994,18.420350844008023,0.0
남성,20~29,4년제이상 대학,200만원 ~ 300만원,41.47,13.152777462598081,0.0
여성,40~49,4년제이상 대학,소득없음,44.449999999999996,0.0,16.0318499853354
남성,40~49,4년제이상 대학,300만원 ~ 400만원,37.769999999999996,0.0,17.636407799143722
여성,20~29,고등학교,300만원 ~ 400만원,41.35249999999999,2.08600912275,3.040952876
남성,40~49,4년제이상 대학,500만원 ~ 600만원,41.457499999999996,5.6231619695,8.00142256325
여성,50~59,"2,3년제 전문대학",200만원 ~ 300만원,37.49,2.823303901,4.161431643
여성,30~39,4년제이상 대학,200만원 ~ 300만원,38.01,11.961496818795926,0.0
남성,16~19,고등학교,400만원 ~ 500만원,42.61,0.0,15.94360057820585
남성,30~39,4년제이상 대학,300만원 ~ 400만원,37.957499999999996,19.35245254970965,1.5282344837637991
남성,30~39,고등학교,소득없음,46.02,2.3868791165000003,3.42707558325
여성,30~39,4년제이상 대학,100만원 ~ 200만원,42.915,12.839674274522274,1.9371358154141785
여성,60이상,4년제이상 대학,소득없음,42.6575,10.023227402223625,0.0
남성,20~29,4년제이상 대학,100만원 ~ 200만원,46.375,0.0,11.327990904480318
여성,20~29,고등학교,200만원 ~ 300만원,41.887499999999996,14.674069105944227,0.5545295139256643
남성,50~59,4년제이상 대학,300만원 ~ 400만원,36.8275,7.568984782429331,0.0
여성,30~39,고등학교,200만원 ~ 300만원,38.91,2.1640803917499998,3.1375671234999998
여성,30~39,"2,3년제 전문대학",300만원 ~ 400만원,38.085,2.2871402105,3.35996698675
여성,40~49,4년제이상 대학,300만원 ~ 400만원,37.287499999999994,0.0,11.233917178396833
여성,40~49,4년제이상 대학,400만원 ~ 500만원,37.7825,3.36349114325,4.82852508275
여성,30~39,4년제이상 대학,300만원 ~ 400만원,37.474999999999994,1.70678627625,2.50990593775
남성,20~29,고등학교,300만원 ~ 400만원,41.834999999999994,16.38936299739498,0.0
남성,16~19,고등학교,300만원 ~ 400만원,42.114999999999995,16.372338867412637,1.7893144626958453
남성,40~49,"2,3년제 전문대학",200만원 ~ 300만원,38.915000000000006,0.0,9.46020889902142
남성,50~59,4년제이상 대학,300만원 ~ 400만원,36.8275,2.0787038735,3.1811079107499998
남성,16~19,"2,3년제 전문대학",300만원 ~ 400만원,41.825,4.018120307749999,5.702782192500001
남성,16~19,4년제이상 대학,300만원 ~ 400만원,41.215,3.4377663735,4.8527211435
여성,40~49,4년제이상 대학,300만원 ~ 400만원,37.287499999999994,0.0,8.78944170215022
여성,20~29,4년제이상 대학,소득없음,47.614999999999995,14.380813748683424,0.0
여성,20~29,4년제이상 대학,300만원 ~ 400만원,40.4525,0.0,15.010314653088763
여성,60이상,4년제이상 대학,600만원 ~ 700만원,35.0025,18.962664429249998,24.041295386250003
여성,40~49,4년제이상 대학,100만원 ~ 200만원,42.7275,0.0,15.037275709079571
남성,40~49,4년제이상 대학,300만원 ~ 400만원,37.769999999999996,0.0,10.655473791148488
여성,20~29,고등학교,소득없음,48.51499999999999,12.990685731179752,0.0
남성,20~29,4년제이상 대학,700만원 이상,45.62,34.44523081075,68.31728359775
남성,30~39,고등학교,소득없음,46.02,0.0,17.66812510832088
여성,16~19,고등학교,400만원 ~ 500만원,42.1275,0.09842441755087972,14.05353499468142
여성,20~29,"2,3년제 전문대학",300만원 ~ 400만원,41.0625,2.27921179875,3.319697623
남성,20~29,4년제이상 대학,300만원 ~ 400만원,40.935,17.884976171671212,0.0
여성,40~49,4년제이상 대학,500만원 ~ 600만원,40.974999999999994,1.1693071111483038,17.97339101415814
여성,30~39,4년제이상 대학,200만원 ~ 300만원,38.01,0.0,8.865376812124289
남성,40~49,고등학교,300만원 ~ 400만원,38.67,2.1876941805,3.394328812
여성,20~29,고등학교,200만원 ~ 300만원,41.887499999999996,0.0,11.457711621504505
남성,60이상,"2,3년제 전문대학",200만원 ~ 300만원,37.1225,4.24524846,6.08138537125
남성,20~29,4년제이상 대학,200만원 ~ 300만원,41.47,5.257989752990527,0.0
남성,30~39,4년제이상 대학,200만원 ~ 300만원,38.4925,1.6828258975,2.492333022
여성,20~29,"2,3년제 전문대학",소득없음,48.225,2.66625661675,3.7394687660000003
여성,20~29,4년제이상 대학,300만원 ~ 400만원,40.4525,1.6988578644999999,2.469636574
여성,20~29,4년제이상 대학,100만원 ~ 200만원,45.8925,8.671070800342623,4.613470295732183
여성,40~49,4년제이상 대학,300만원 ~ 400만원,37.287499999999994,0.06485065633929277,9.068351493310947
여성,30~39,4년제이상 대학,300만원 ~ 400만원,37.474999999999994,11.45094946084275,1.3066522832657865
여성,40~49,4년제이상 대학,300만원 ~ 400만원,37.287499999999994,0.0,15.777492061638826
남성,20~29,4년제이상 대학,소득없음,48.0975,1.9917994465000002,2.8154899175
남성,30~39,고등학교,300만원 ~ 400만원,38.8575,1.9998342985,3.00730444025
남성,30~39,"2,3년제 전문대학",100만원 ~ 200만원,44.0075,13.950064198990278,1.038215773697063
남성,20~29,4년제이상 대학,300만원 ~ 400만원,40.935,1.6047546285,2.3957187745
남성,30~39,4년제이상 대학,200만원 ~ 300만원,38.4925,1.6828258975,2.492333022
남성,30~39,4년제이상 대학,200만원 ~ 300만원,38.4925,12.715286175701618,0.0
남성,20~29,고등학교,300만원 ~ 400만원,41.834999999999994,1.99190588675,2.9670350764999998
여성,40~49,4년제이상 대학,200만원 ~ 300만원,37.8225,1.9647890154999998,2.9532751932499997
여성,50~59,4년제이상 대학,소득없음,43.5075,0.0,12.984140989558057
남성,30~39,4년제이상 대학,200만원 ~ 300만원,38.4925,13.83319608500113,0.0
남성,40~49,4년제이상 대학,400만원 ~ 500만원,38.265,0.0,16.915781484783334
남성,16~19,고등학교,300만원 ~ 400만원,42.114999999999995,10.02029681638081,0.9437675676053496
남성,40~49,고등학교,200만원 ~ 300만원,39.205,14.373612593239802,0.0
남성,50~59,4년제이상 대학,소득없음,43.989999999999995,13.934116169007693,0.0
남성,20~29,4년제이상 대학,100만원 ~ 200만원,46.375,0.11574730557463431,14.81425282203637
남성,30~39,고등학교,200만원 ~ 300만원,39.3925,0.0,12.445381923755438
남성,40~49,고등학교,300만원 ~ 400만원,38.67,2.1876941805,3.394328812
여성,40~49,4년제이상 대학,100만원 미만,38.9475,13.669309799814748,4.826948020526644
여성,40~49,4년제이상 대학,500만원 ~ 600만원,40.974999999999994,5.7172652055,8.07534036275
여성,30~39,고등학교,200만원 ~ 300만원,38.91,0.0,10.849494361231283
남성,50~59,고등학교,300만원 ~ 400만원,37.7275,15.34394305750821,0.0
여성,30~39,고등학교,400만원 ~ 500만원,38.87,3.5627825195,5.012817012999999
여성,20~29,고등학교,500만원 ~ 600만원,45.03999999999999,11.775172219827132,5.248400092385747
남성,20~29,대학원 이상,300만원 ~ 400만원,60.522499999999994,16.15042718925,19.50128285725
여성,40~49,4년제이상 대학,300만원 ~ 400만원,37.287499999999994,1.8946461582499998,2.8969303094999996
남성,20~29,4년제이상 대학,300만원 ~ 400만원,40.935,1.6047546285,2.3957187745
남성,30~39,4년제이상 대학,200만원 ~ 300만원,38.4925,6.502863518081447,0.0
여성,40~49,"2,3년제 전문대학",300만원 ~ 400만원,37.8975,6.910111218958586,0.0
여성,40~49,4년제이상 대학,200만원 ~ 300만원,37.8225,1.9647890154999998,2.9532751932499997
여성,40~49,4년제이상 대학,300만원 ~ 400만원,37.287499999999994,11.65490482265173,0.0
여성,20~29,4년제이상 대학,300만원 ~ 400만원,40.4525,15.472845510694412,0.0
남성,30~39,4년제이상 대학,200만원 ~ 300만원,38.4925,0.0,9.579653004760749
남성,40~49,4년제이상 대학,300만원 ~ 400만원,37.769999999999996,14.232113654957686,0.1602930441407735
남성,40~49,고등학교,300만원 ~ 400만원,38.67,14.142137504537885,0.0
남성,20~29,4년제이상 대학,200만원 ~ 300만원,41.47,1.67489748575,2.45206365825
남성,50~59,4년제이상 대학,300만원 ~ 400만원,36.8275,16.89137962453146,0.0
남성,30~39,고등학교,300만원 ~ 400만원,38.8575,9.330345860194226,0.0
남성,40~49,"2,3년제 전문대학",500만원 ~ 600만원,42.0675,21.214849658021954,4.342632979636225
남성,30~39,4년제이상 대학,소득없음,45.12,1.99972785825,2.85575928125
여성,60이상,고등학교,300만원 ~ 400만원,36.394999999999996,4.07600616275,5.82021354
남성,50~59,4년제이상 대학,200만원 ~ 300만원,37.3625,13.789726307416126,0.0
여성,20~29,고등학교,200만원 ~ 300만원,41.887499999999996,2.1561519799999997,3.09729775975
여성,20~29,고등학교,500만원 ~ 600만원,45.03999999999999,21.277858841645397,0.08717263645592688
남성,30~39,"2,3년제 전문대학",300만원 ~ 400만원,38.5675,2.1930369745,3.28604918725
여성,30~39,4년제이상 대학,100만원 ~ 200만원,42.915,4.039762466,6.411054086
남성,20~29,"2,3년제 전문대학",300만원 ~ 400만원,41.545,0.0,16.80808464588675
여성,30~39,고등학교,400만원 ~ 500만원,38.87,0.7522865593977413,11.739350773000648
남성,20~29,4년제이상 대학,100만원 ~ 200만원,46.375,0.0,17.504657468434125
여성,20~29,4년제이상 대학,200만원 ~ 300만원,40.9875,1.76900072175,2.52598145775
여성,30~39,4년제이상 대학,300만원 ~ 400만원,37.474999999999994,0.0,7.168493543687689
여성,30~39,4년제이상 대학,400만원 ~ 500만원,37.97,17.944331452793524,0.0
남성,20~29,4년제이상 대학,소득없음,48.0975,1.9917994465000002,2.8154899175
여성,16~19,4년제이상 대학,300만원 ~ 400만원,40.7325,0.0,17.00523546131357
여성,30~39,고등학교,200만원 ~ 300만원,38.91,0.5269656167247145,15.956764418944088
남성,60이상,4년제이상 대학,소득없음,43.14,3.9817964865000004,5.5947505815
남성,60이상,4년제이상 대학,300만원 ~ 400만원,35.977500000000006,3.5947516685000003,5.1749794385
여성,40~49,4년제이상 대학,400만원 ~ 500만원,37.7825,0.0,16.5356787738672
남성,50~59,"2,3년제 전문대학",600만원 ~ 700만원,36.945,17.9328673325,22.823567108000002
여성,60이상,4년제이상 대학,300만원 ~ 400만원,35.495000000000005,2.106289778794385,13.780045973803166
남성,30~39,고등학교,소득없음,46.02,0.0,6.864978749828667
여성,40~49,4년제이상 대학,300만원 ~ 400만원,37.287499999999994,12.624028693663037,0.0
여성,30~39,4년제이상 대학,소득없음,44.637499999999996,0.0,8.359918212589434
남성,40~49,4년제이상 대학,200만원 ~ 300만원,38.305,13.028270388199594,0.0
남성,60이상,4년제이상 대학,500만원 ~ 600만원,39.665000000000006,19.558797886626966,3.4156172352385106
남성,40~49,고등학교,소득없음,45.8325,6.198104720319922,0.0
남성,60이상,고등학교,300만원 ~ 400만원,36.8775,3.98190292675,5.7462957405
여성,16~19,"2,3년제 전문대학",100만원 미만,43.002500000000005,9.119366401,13.093316890250001
여성,30~39,4년제이상 대학,200만원 ~ 300만원,38.01,7.934669053166889,0.0
남성,40~49,4년제이상 대학,200만원 ~ 300만원,38.305,16.785170030916763,0.0
여성,40~49,고등학교,100만원 ~ 200만원,43.6275,4.61477360625,7.36939475975
남성,30~39,4년제이상 대학,100만원 ~ 200만원,43.3975,3.9456592299999995,6.3371362865
여성,20~29,"2,3년제 전문대학",200만원 ~ 300만원,41.597500000000004,2.349354656,3.37604250675
여성,30~39,"2,3년제 전문대학",400만원 ~ 500만원,38.58,16.59187012161621,3.042178588464184
여성,30~39,고등학교,200만원 ~ 300만원,38.91,0.0,14.416225407636148
남성,30~39,중졸이하,300만원 ~ 400만원,43.712500000000006,5.916051847138079,26.514479526665184
여성,16~19,"2,3년제 전문대학",300만원 ~ 400만원,41.3425,13.209784856345514,1.141065694050134
여성,30~39,"2,3년제 전문대학",300만원 ~ 400만원,38.085,10.007458819339101,0.0
남성,30~39,4년제이상 대학,300만원 ~ 400만원,37.957499999999996,1.6126830402499999,2.43598813825
여성,40~49,4년제이상 대학,100만원 ~ 200만원,42.7275,0.0,17.70998997593494
남성,30~39,4년제이상 대학,200만원 ~ 300만원,38.4925,0.0,14.462912552067118
여성,60이상,"2,3년제 전문대학",300만원 ~ 400만원,36.105000000000004,4.26920883875,6.098958287
여성,30~39,4년제이상 대학,300만원 ~ 400만원,37.474999999999994,0.0,10.069137971294682
여성,40~49,4년제이상 대학,100만원 ~ 200만원,42.7275,0.3838704528261765,17.73833820118267
여성,16~19,4년제이상 대학,소득없음,47.894999999999996,3.9189144275,5.346410086000001
남성,20~29,4년제이상 대학,200만원 ~ 300만원,41.47,1.67489748575,2.45206365825
남성,16~19,4년제이상 대학,소득없음,48.3775,1.134176908719565,23.08345791198738
남성,30~39,4년제이상 대학,200만원 ~ 300만원,38.4925,1.6828258975,2.492333022
여성,16~19,4년제이상 대학,300만원 ~ 400만원,40.7325,3.5318696095,4.926638943
여성,30~39,4년제이상 대학,300만원 ~ 400만원,37.474999999999994,1.70678627625,2.50990593775
여성,20~29,4년제이상 대학,200만원 ~ 300만원,40.9875,10.287183545566966,0.0
남성,20~29,4년제이상 대학,소득없음,48.0975,14.065493798157744,0.0
남성,50~59,4년제이상 대학,700만원 이상,41.512499999999996,34.91918005575,69.102672734
남성,20~29,"2,3년제 전문대학",300만원 ~ 400만원,41.545,10.451632957547591,0.0
남성,50~59,고등학교,200만원 ~ 300만원,38.2625,12.90464902513751,0.0
여성,40~49,"2,3년제 전문대학",300만원 ~ 400만원,37.8975,11.8467065709517,0.673943200691776
남성,20~29,4년제이상 대학,소득없음,48.0975,1.9917994465000002,2.8154899175
여성,20~29,4년제이상 대학,소득없음,47.614999999999995,2.0859026825,2.889407717
남성,30~39,"2,3년제 전문대학",소득없음,45.730000000000004,0.0,16.35144530052201
남성,50~59,"2,3년제 전문대학",소득없음,44.6,3.0461026257499997,4.45094010275
여성,40~49,4년제이상 대학,400만원 ~ 500만원,37.7825,3.36349114325,4.82852508275
남성,30~39,고등학교,300만원 ~ 400만원,38.8575,1.9998342985,3.00730444025
남성,30~39,4년제이상 대학,100만원 ~ 200만원,43.3975,2.4326971042738963,16.812977544577215
여성,16~19,4년제이상 대학,100만원 미만,42.3925,8.53901246675,12.24325584125
여성,30~39,4년제이상 대학,300만원 ~ 400만원,37.474999999999994,0.0,11.648018060243812
남성,50~59,고등학교,200만원 ~ 300만원,38.2625,2.535997989,3.8087690965
남성,30~39,4년제이상 대학,소득없음,45.12,0.0,12.415377951292122
여성,40~49,고등학교,300만원 ~ 400만원,38.1875,0.0,13.724481185932401
남성,30~39,고등학교,300만원 ~ 400만원,38.8575,11.275978182816093,0.0
여성,20~29,4년제이상 대학,소득없음,47.614999999999995,11.535435499798067,0.523928321673564
남성,40~49,4년제이상 대학,300만원 ~ 400만원,37.769999999999996,1.8005429222499998,2.82301251
여성,30~39,4년제이상 대학,300만원 ~ 400만원,37.474999999999994,0.0,12.659443909144843
여성,50~59,고등학교,소득없음,44.4075,2.94700318575,4.246113155250001
여성,60이상,4년제이상 대학,700만원 이상,40.18,29.738845209948515,81.50399231499634
남성,50~59,4년제이상 대학,300만원 ~ 400만원,36.8275,0.0,6.200732667729886
남성,30~39,4년제이상 대학,300만원 ~ 400만원,37.957499999999996,12.769385249612993,0.0
여성,60이상,고등학교,100만원 ~ 200만원,41.835,2.228422472371249,19.18414669817011
남성,30~39,4년제이상 대학,소득없음,45.12,0.0,11.587648508392801
여성,20~29,4년제이상 대학,소득없음,47.614999999999995,2.0859026825,2.889407717
여성,30~39,고등학교,400만원 ~ 500만원,38.87,3.5627825195,5.012817012999999
남성,40~49,4년제이상 대학,300만원 ~ 400만원,37.769999999999996,1.8005429222499998,2.82301251
남성,60이상,고등학교,400만원 ~ 500만원,37.3725,5.45074791175,7.6778905137499995
남성,20~29,"2,3년제 전문대학",300만원 ~ 400만원,41.545,15.916251303714816,0.9917663704984916
남성,20~29,"2,3년제 전문대학",400만원 ~ 500만원,42.040000000000006,11.38713855631705,6.01926079158583
남성,40~49,4년제이상 대학,400만원 ~ 500만원,38.265,12.560279812216141,2.4804321432360306
여성,20~29,4년제이상 대학,300만원 ~ 400만원,40.4525,12.351496061086557,0.0
여성,40~49,고등학교,200만원 ~ 300만원,38.7225,0.0,13.765653376670928
여성,30~39,4년제이상 대학,300만원 ~ 400만원,37.474999999999994,0.0,18.204177090207352
남성,30~39,고등학교,400만원 ~ 500만원,39.3525,3.4686792835,4.9388992135
여성,16~19,4년제이상 대학,소득없음,47.894999999999996,17.15875039240544,0.5888074997525132
남성,30~39,4년제이상 대학,소득없음,45.12,16.064363253015575,0.0
남성,60이상,고등학교,200만원 ~ 300만원,37.4125,0.9610560796444512,16.61431332519595
여성,30~39,4년제이상 대학,300만원 ~ 400만원,37.474999999999994,1.70678627625,2.50990593775
여성,30~39,4년제이상 대학,300만원 ~ 400만원,37.474999999999994,0.0,4.042927093263543
여성,16~19,4년제이상 대학,200만원 ~ 300만원,41.2675,3.6020124667499998,4.98298382675
남성,30~39,고등학교,300만원 ~ 400만원,38.8575,1.9998342985,3.00730444025
여성,30~39,4년제이상 대학,100만원 미만,39.135,13.45627373563427,5.26657208412287
여성,20~29,고등학교,400만원 ~ 500만원,41.8475,0.0,12.809113369120027
여성,16~19,4년제이상 대학,300만원 ~ 400만원,40.7325,3.5318696095,4.926638943
여성,30~39,4년제이상 대학,300만원 ~ 400만원,37.474999999999994,0.0,14.021911099470152
남성,40~49,4년제이상 대학,500만원 ~ 600만원,41.457499999999996,4.000733693556097,22.70317596537414
남성,16~19,4년제이상 대학,소득없음,48.3775,3.8248111915000003,5.2724922865
여성,20~29,4년제이상 대학,200만원 ~ 300만원,40.9875,1.76900072175,2.52598145775
남성,40~49,고등학교,600만원 ~ 700만원,38.1775,17.46150370525,22.186726960250002
여성,60이상,4년제이상 대학,300만원 ~ 400만원,35.495000000000005,0.0,15.614182831892819
남성,20~29,중졸이하,100만원 ~ 200만원,52.13,22.459942672515208,12.364135141832092
남성,50~59,4년제이상 대학,300만원 ~ 400만원,36.8275,2.0787038735,3.1811079107499998
남성,30~39,4년제이상 대학,300만원 ~ 400만원,37.957499999999996,0.0,14.713615523157651
남성,20~29,"2,3년제 전문대학",300만원 ~ 400만원,41.545,15.302562873785465,0.0
남성,40~49,"2,3년제 전문대학",100만원 ~ 200만원,43.82,16.315308404575507,4.540663783461473
남성,40~49,4년제이상 대학,소득없음,44.9325,2.1875877402499997,3.242783653
남성,20~29,4년제이상 대학,300만원 ~ 400만원,40.935,14.158160860548994,0.0
남성,40~49,중졸이하,소득없음,50.6875,21.89267972492347,9.338132365935692
