gender,age_group,edu_level,personal_income,ai_use_rate,avg_use_time_min,leisure_score,utility_score
남성,50~59,고등학교,400만원 ~ 500만원,9.775,38.2225,3.93470011675,5.684018986
남성,50~59,4년제이상 대학,200만원 ~ 300만원,12.35,37.3625,2.14884673075,3.2374527945
남성,50~59,4년제이상 대학,500만원 ~ 600만원,11.95,40.515,5.90132292075,8.359517964
여성,60이상,4년제이상 대학,400만원 ~ 500만원,10.5,35.99,5.1576998895,7.18049201125
여성,40~49,"2,3년제 전문대학",200만원 ~ 300만원,11.725,38.432500000000005,2.5451429497499998,3.80333624225
남성,30~39,"2,3년제 전문대학",100만원 ~ 200만원,12.975,44.0075,4.526013164249999,7.1871973355000005
남성,16~19,고등학교,소득없음,12.775,49.277499999999996,4.21196244975,5.8438085885
여성,60이상,중졸이하,300만원 ~ 400만원,9.55,41.25,11.625057770249999,18.527377988250002
남성,50~59,고등학교,500만원 ~ 600만원,9.775,41.415,6.288474179,8.930834266
남성,50~59,4년제이상 대학,100만원 ~ 200만원,11.549999999999999,42.2675,4.4116800632499995,7.0822560590000005
남성,50~59,"2,3년제 전문대학",100만원 ~ 200만원,10.275,42.8775,4.9920339975,7.932317108
여성,60이상,4년제이상 대학,200만원 ~ 300만원,10.9,36.03,3.75899776175,5.30524212175
남성,60이상,고등학교,100만원 ~ 200만원,8.325,42.3175,6.3148791165,9.64744388875
여성,50~59,4년제이상 대학,300만원 ~ 400만원,12.8,36.345,2.1728071095,3.25502571025
여성,60이상,4년제이상 대학,300만원 ~ 400만원,11.75,35.495000000000005,3.6888549045000003,5.2488972380000005
남성,20~29,4년제이상 대학,200만원 ~ 300만원,15.4,41.47,1.67489748575,2.45206365825
여성,20~29,4년제이상 대학,300만원 ~ 400만원,15.85,40.4525,1.6988578644999999,2.469636574
남성,16~19,중졸이하,300만원 ~ 400만원,13.025,46.97,11.373969239249998,18.13120189375
여성,20~29,고등학교,500만원 ~ 600만원,12.425,45.03999999999999,5.90862817,8.21936292925
남성,30~39,고등학교,소득없음,13.45,46.02,2.3868791165000003,3.42707558325
여성,40~49,4년제이상 대학,200만원 ~ 300만원,13.0,37.8225,1.9647890154999998,2.9532751932499997
여성,50~59,고등학교,400만원 ~ 500만원,9.375,37.74,4.02880335275,5.7579367855
여성,60이상,4년제이상 대학,소득없음,11.475,42.6575,4.0758997225,5.668668381
여성,30~39,4년제이상 대학,200만원 ~ 300만원,14.65,38.01,1.7769291335,2.5662508215
남성,30~39,4년제이상 대학,200만원 ~ 300만원,15.049999999999999,38.4925,1.6828258975,2.492333022
여성,60이상,4년제이상 대학,200만원 ~ 300만원,10.9,36.03,3.75899776175,5.30524212175
여성,30~39,4년제이상 대학,소득없음,15.225,44.637499999999996,2.09383109425,2.9296770807500003
여성,20~29,고등학교,200만원 ~ 300만원,12.825000000000001,41.887499999999996,2.1561519799999997,3.09729775975
남성,20~29,4년제이상 대학,200만원 ~ 300만원,15.4,41.47,1.67489748575,2.45206365825
여성,50~59,4년제이상 대학,200만원 ~ 300만원,11.950000000000001,36.88,2.24294996675,3.311370594
남성,50~59,고등학교,200만원 ~ 300만원,10.175,38.2625,2.535997989,3.8087690965
여성,40~49,"2,3년제 전문대학",500만원 ~ 600만원,11.325,41.585,6.29761913975,8.92540141175
여성,60이상,대학원 이상,300만원 ~ 400만원,12.0,55.082499999999996,18.23452746525,22.354461320749998
남성,20~29,"2,3년제 전문대학",100만원 ~ 200만원,13.325,46.98500000000001,4.5180847525,7.14692797175
남성,50~59,고등학교,소득없음,10.75,44.89,2.8528999497500003,4.1721953557500004
여성,20~29,고등학교,300만원 ~ 400만원,13.675,41.35249999999999,2.08600912275,3.040952876
남성,40~49,"2,3년제 전문대학",300만원 ~ 400만원,12.975,38.38,2.3808968565,3.673073559
남성,20~29,"2,3년제 전문대학",500만원 ~ 600만원,13.725,45.2325,6.00772761,8.424189876749999
여성,20~29,"2,3년제 전문대학",400만원 ~ 500만원,13.325,41.557500000000005,3.74805678375,5.25129239625
남성,60이상,"2,3년제 전문대학",200만원 ~ 300만원,10.025,37.1225,4.24524846,6.08138537125
남성,20~29,고등학교,200만원 ~ 300만원,13.225,42.37,2.062048744,3.0233799602499998
여성,20~29,고등학교,200만원 ~ 300만원,12.825000000000001,41.887499999999996,2.1561519799999997,3.09729775975
남성,60이상,4년제이상 대학,소득없음,11.874999999999998,43.14,3.9817964865000004,5.5947505815
남성,50~59,"2,3년제 전문대학",300만원 ~ 400만원,11.925,37.4375,2.65905780775,4.0311689597500004
여성,30~39,대학원 이상,소득없음,15.475,64.22500000000001,16.639503655000002,20.035241163499997
여성,30~39,고등학교,300만원 ~ 400만원,13.325,38.375,2.0939375345,3.0812222397499998
여성,30~39,4년제이상 대학,500만원 ~ 600만원,14.25,41.162499999999994,5.5294053235,7.688315991
여성,20~29,4년제이상 대학,소득없음,15.575,47.614999999999995,2.0859026825,2.889407717
여성,50~59,4년제이상 대학,300만원 ~ 400만원,12.8,36.345,2.1728071095,3.25502571025
남성,50~59,4년제이상 대학,100만원 ~ 200만원,11.549999999999999,42.2675,4.4116800632499995,7.0822560590000005
여성,30~39,"2,3년제 전문대학",500만원 ~ 600만원,12.975,41.7725,6.1097592577499995,8.53837704
남성,60이상,고등학교,200만원 ~ 300만원,9.125,37.4125,4.052045784,5.8026406242499995
여성,40~49,4년제이상 대학,300만원 ~ 400만원,13.85,37.287499999999994,1.8946461582499998,2.8969303094999996
남성,50~59,고등학교,100만원 ~ 200만원,9.375,43.1675,4.7988313215,7.653572361
여성,60이상,중졸이하,100만원 ~ 200만원,7.9,46.690000000000005,13.95803396,22.428526136500004
남성,30~39,고등학교,500만원 ~ 600만원,12.475,42.545,5.8224533457500005,8.1857144935
여성,60이상,고등학교,소득없음,9.3,43.5575,4.46305098075,6.239984682999999
남성,50~59,4년제이상 대학,300만원 ~ 400만원,13.2,36.8275,2.0787038735,3.1811079107499998
남성,60이상,"2,3년제 전문대학",300만원 ~ 400만원,10.875,36.587500000000006,4.1751056027499995,6.0250404875
여성,30~39,"2,3년제 전문대학",300만원 ~ 400만원,14.225,38.085,2.2871402105,3.35996698675
남성,50~59,고등학교,소득없음,10.75,44.89,2.8528999497500003,4.1721953557500004
남성,20~29,고등학교,400만원 ~ 500만원,12.825,42.33,3.46075087175,4.89862984975
남성,60이상,고등학교,200만원 ~ 300만원,9.125,37.4125,4.052045784,5.8026406242499995
남성,40~49,4년제이상 대학,400만원 ~ 500만원,13.0,38.265,3.2693879072499996,4.7546072832499995
여성,20~29,고등학교,300만원 ~ 400만원,13.675,41.35249999999999,2.08600912275,3.040952876
남성,40~49,"2,3년제 전문대학",600만원 ~ 700만원,11.35,37.8875,17.654706381249998,22.465471707250003
여성,50~59,"2,3년제 전문대학",200만원 ~ 300만원,10.675,37.49,2.823303901,4.161431643
여성,20~29,4년제이상 대학,300만원 ~ 400만원,15.85,40.4525,1.6988578644999999,2.469636574
남성,40~49,4년제이상 대학,700만원 이상,13.95,42.455,34.641019104499996,68.74457733325
남성,60이상,고등학교,200만원 ~ 300만원,9.125,37.4125,4.052045784,5.8026406242499995
남성,40~49,고등학교,200만원 ~ 300만원,11.225,39.205,2.25783703775,3.45067369575
남성,60이상,고등학교,100만원 ~ 200만원,8.325,42.3175,6.3148791165,9.64744388875
여성,30~39,"2,3년제 전문대학",200만원 ~ 300만원,13.375,38.620000000000005,2.35728306775,3.4163118705
여성,30~39,4년제이상 대학,500만원 ~ 600만원,14.25,41.162499999999994,5.5294053235,7.688315991
여성,16~19,"2,3년제 전문대학",200만원 ~ 300만원,12.700000000000001,41.877500000000005,4.1823664009999995,5.83304487575
남성,50~59,고등학교,100만원 미만,9.625,39.3875,7.472997989,11.069041111
남성,20~29,4년제이상 대학,100만원 ~ 200만원,14.6,46.375,3.93773081825,6.2968669227500005
여성,40~49,4년제이상 대학,300만원 ~ 400만원,13.85,37.287499999999994,1.8946461582499998,2.8969303094999996
남성,30~39,4년제이상 대학,300만원 ~ 400만원,15.899999999999999,37.957499999999996,1.6126830402499999,2.43598813825
여성,40~49,4년제이상 대학,소득없음,13.575,44.449999999999996,2.28169097625,3.3167014525
남성,30~39,"2,3년제 전문대학",300만원 ~ 400만원,14.625,38.5675,2.1930369745,3.28604918725
여성,50~59,"2,3년제 전문대학",400만원 ~ 500만원,10.275,37.45,4.22200602875,6.0366815325
여성,20~29,"2,3년제 전문대학",300만원 ~ 400만원,14.575,41.0625,2.27921179875,3.319697623
남성,60이상,4년제이상 대학,소득없음,11.874999999999998,43.14,3.9817964865000004,5.5947505815
남성,40~49,중졸이하,200만원 ~ 300만원,11.2,44.06,9.80688864525,16.157838144
남성,50~59,4년제이상 대학,300만원 ~ 400만원,13.2,36.8275,2.0787038735,3.1811079107499998
여성,20~29,4년제이상 대학,200만원 ~ 300만원,15.0,40.9875,1.76900072175,2.52598145775
남성,60이상,고등학교,300만원 ~ 400만원,9.975,36.8775,3.98190292675,5.7462957405
남성,40~49,4년제이상 대학,300만원 ~ 400만원,14.25,37.769999999999996,1.8005429222499998,2.82301251
남성,16~19,"2,3년제 전문대학",소득없음,13.675,48.987500000000004,4.40516512575,6.122553335500001
남성,30~39,4년제이상 대학,200만원 ~ 300만원,15.049999999999999,38.4925,1.6828258975,2.492333022
남성,20~29,고등학교,400만원 ~ 500만원,12.825,42.33,3.46075087175,4.89862984975
남성,30~39,4년제이상 대학,200만원 ~ 300만원,15.049999999999999,38.4925,1.6828258975,2.492333022
여성,40~49,"2,3년제 전문대학",300만원 ~ 400만원,12.575,37.8975,2.4750000925,3.7469913585
남성,30~39,4년제이상 대학,소득없음,15.624999999999998,45.12,1.99972785825,2.85575928125
여성,20~29,4년제이상 대학,300만원 ~ 400만원,15.85,40.4525,1.6988578644999999,2.469636574
여성,40~49,4년제이상 대학,100만원 ~ 200만원,12.2,42.7275,4.227622348,6.79807845775
여성,20~29,고등학교,소득없음,13.4,48.51499999999999,2.47305394075,3.460724019
여성,40~49,4년제이상 대학,100만원 ~ 200만원,12.2,42.7275,4.227622348,6.79807845775
여성,30~39,4년제이상 대학,100만원 ~ 200만원,13.85,42.915,4.039762466,6.411054086
남성,60이상,"2,3년제 전문대학",300만원 ~ 400만원,10.875,36.587500000000006,4.1751056027499995,6.0250404875
여성,30~39,고등학교,700만원 이상,13.024999999999999,43.06,34.93441371675,69.002787063
여성,60이상,고등학교,소득없음,9.3,43.5575,4.46305098075,6.239984682999999
남성,50~59,고등학교,소득없음,10.75,44.89,2.8528999497500003,4.1721953557500004
남성,20~29,4년제이상 대학,300만원 ~ 400만원,16.25,40.935,1.6047546285,2.3957187745
여성,60이상,"2,3년제 전문대학",100만원 ~ 200만원,8.825,41.545,6.602185028499999,10.00010643525
남성,60이상,고등학교,500만원 ~ 600만원,8.725,40.565,7.804521974,10.92470579375
여성,60이상,고등학교,300만원 ~ 400만원,9.575,36.394999999999996,4.07600616275,5.82021354
여성,20~29,4년제이상 대학,500만원 ~ 600만원,14.6,44.14,5.52147691175,7.64804662725
남성,20~29,4년제이상 대학,300만원 ~ 400만원,16.25,40.935,1.6047546285,2.3957187745
남성,40~49,4년제이상 대학,100만원 미만,12.85,39.43,6.8076857795,10.13962940825
여성,30~39,"2,3년제 전문대학",소득없음,13.95,45.2475,2.6741850285,3.77973812975
남성,20~29,4년제이상 대학,300만원 ~ 400만원,16.25,40.935,1.6047546285,2.3957187745
남성,30~39,고등학교,소득없음,13.45,46.02,2.3868791165000003,3.42707558325
남성,50~59,고등학교,100만원 미만,9.625,39.3875,7.472997989,11.069041111
여성,40~49,4년제이상 대학,100만원 ~ 200만원,12.2,42.7275,4.227622348,6.79807845775
남성,40~49,4년제이상 대학,400만원 ~ 500만원,13.0,38.265,3.2693879072499996,4.7546072832499995
여성,50~59,4년제이상 대학,400만원 ~ 500만원,11.55,36.84,3.6416520945,5.1866204835000005
여성,50~59,4년제이상 대학,소득없음,12.525,43.5075,2.5598519275,3.67479685325
여성,40~49,4년제이상 대학,300만원 ~ 400만원,13.85,37.287499999999994,1.8946461582499998,2.8969303094999996
여성,50~59,고등학교,400만원 ~ 500만원,9.375,37.74,4.02880335275,5.7579367855
여성,50~59,중졸이하,소득없음,10.325,49.262499999999996,10.49605479325,16.9532776035
여성,50~59,"2,3년제 전문대학",200만원 ~ 300만원,10.675,37.49,2.823303901,4.161431643
남성,40~49,4년제이상 대학,300만원 ~ 400만원,14.25,37.769999999999996,1.8005429222499998,2.82301251
여성,40~49,4년제이상 대학,소득없음,13.575,44.449999999999996,2.28169097625,3.3167014525
남성,60이상,"2,3년제 전문대학",400만원 ~ 500만원,9.625,37.0825,5.64395058775,7.95663526075
남성,60이상,고등학교,300만원 ~ 400만원,9.975,36.8775,3.98190292675,5.7462957405
여성,50~59,"2,3년제 전문대학",300만원 ~ 400만원,11.525,36.955,2.75316104375,4.105086759250001
여성,40~49,"2,3년제 전문대학",소득없음,12.299999999999999,45.06,2.8620449105,4.1667625015
남성,20~29,고등학교,200만원 ~ 300만원,13.225,42.37,2.062048744,3.0233799602499998
여성,40~49,"2,3년제 전문대학",300만원 ~ 400만원,12.575,37.8975,2.4750000925,3.7469913585
남성,30~39,"2,3년제 전문대학",400만원 ~ 500만원,13.375,39.0625,3.6618819594999996,5.2176439605
남성,60이상,4년제이상 대학,100만원 ~ 200만원,10.499999999999998,41.417500000000004,5.92772785825,9.076127586750001
여성,60이상,4년제이상 대학,200만원 ~ 300만원,10.9,36.03,3.75899776175,5.30524212175
여성,60이상,고등학교,400만원 ~ 500만원,8.325,36.89,5.54485114775,7.75180831325
여성,30~39,4년제이상 대학,300만원 ~ 400만원,15.5,37.474999999999994,1.70678627625,2.50990593775
여성,30~39,4년제이상 대학,400만원 ~ 500만원,14.25,37.97,3.17563126125,4.441500711
남성,60이상,고등학교,100만원 미만,8.575,38.5375,8.989045784,13.06291263875
남성,16~19,"2,3년제 전문대학",100만원 ~ 200만원,12.3,47.26500000000001,6.3510964974999995,9.60393034075
여성,60이상,4년제이상 대학,400만원 ~ 500만원,10.5,35.99,5.1576998895,7.18049201125
여성,20~29,4년제이상 대학,100만원 ~ 200만원,14.2,45.8925,4.03183405425,6.370784722250001
남성,60이상,4년제이상 대학,소득없음,11.874999999999998,43.14,3.9817964865000004,5.5947505815
남성,50~59,4년제이상 대학,400만원 ~ 500만원,11.95,37.3225,3.5475488585,5.112702684
남성,16~19,고등학교,300만원 ~ 400만원,13.05,42.114999999999995,3.82491763175,5.424037445500001
여성,40~49,고등학교,300만원 ~ 400만원,11.675,38.1875,2.2817974165,3.4682466114999997
남성,50~59,4년제이상 대학,500만원 ~ 600만원,11.95,40.515,5.90132292075,8.359517964
여성,50~59,"2,3년제 전문대학",400만원 ~ 500만원,10.275,37.45,4.22200602875,6.0366815325
남성,40~49,"2,3년제 전문대학",300만원 ~ 400만원,12.975,38.38,2.3808968565,3.673073559
여성,40~49,"2,3년제 전문대학",200만원 ~ 300만원,11.725,38.432500000000005,2.5451429497499998,3.80333624225
여성,20~29,고등학교,300만원 ~ 400만원,13.675,41.35249999999999,2.08600912275,3.040952876
남성,30~39,4년제이상 대학,300만원 ~ 400만원,15.899999999999999,37.957499999999996,1.6126830402499999,2.43598813825
여성,40~49,4년제이상 대학,200만원 ~ 300만원,13.0,37.8225,1.9647890154999998,2.9532751932499997
남성,50~59,고등학교,200만원 ~ 300만원,10.175,38.2625,2.535997989,3.8087690965
남성,60이상,4년제이상 대학,500만원 ~ 600만원,10.899999999999999,39.665000000000006,7.41737071575,10.35338949175
여성,50~59,4년제이상 대학,400만원 ~ 500만원,11.55,36.84,3.6416520945,5.1866204835000005
여성,30~39,고등학교,600만원 ~ 700만원,11.7,37.8825,17.36774705925,21.873620388000003
남성,20~29,4년제이상 대학,소득없음,15.975,48.0975,1.9917994465000002,2.8154899175
남성,40~49,4년제이상 대학,300만원 ~ 400만원,14.25,37.769999999999996,1.8005429222499998,2.82301251
여성,30~39,4년제이상 대학,200만원 ~ 300만원,14.65,38.01,1.7769291335,2.5662508215
여성,60이상,4년제이상 대학,소득없음,11.475,42.6575,4.0758997225,5.668668381
여성,60이상,4년제이상 대학,200만원 ~ 300만원,10.9,36.03,3.75899776175,5.30524212175
여성,40~49,4년제이상 대학,200만원 ~ 300만원,13.0,37.8225,1.9647890154999998,2.9532751932499997
남성,30~39,"2,3년제 전문대학",500만원 ~ 600만원,13.375,42.255,6.01565602175,8.4644592405
남성,20~29,4년제이상 대학,300만원 ~ 400만원,16.25,40.935,1.6047546285,2.3957187745
남성,20~29,고등학교,200만원 ~ 300만원,13.225,42.37,2.062048744,3.0233799602499998
남성,16~19,"2,3년제 전문대학",500만원 ~ 600만원,12.700000000000001,45.5125,7.840739355,10.88119224575
여성,60이상,4년제이상 대학,소득없음,11.475,42.6575,4.0758997225,5.668668381
여성,60이상,고등학교,200만원 ~ 300만원,8.725,36.93,4.14614902,5.87655842375
여성,16~19,4년제이상 대학,200만원 ~ 300만원,13.975,41.2675,3.6020124667499998,4.98298382675
남성,16~19,4년제이상 대학,300만원 ~ 400만원,15.225000000000001,41.215,3.4377663735,4.8527211435
여성,16~19,4년제이상 대학,200만원 ~ 300만원,13.975,41.2675,3.6020124667499998,4.98298382675
여성,60이상,4년제이상 대학,600만원 ~ 700만원,10.125,35.0025,18.962664429249998,24.041295386250003
여성,20~29,4년제이상 대학,300만원 ~ 400만원,15.85,40.4525,1.6988578644999999,2.469636574
남성,60이상,고등학교,100만원 미만,8.575,38.5375,8.989045784,13.06291263875
남성,50~59,4년제이상 대학,400만원 ~ 500만원,11.95,37.3225,3.5475488585,5.112702684
남성,16~19,고등학교,소득없음,12.775,49.277499999999996,4.21196244975,5.8438085885
남성,60이상,4년제이상 대학,소득없음,11.874999999999998,43.14,3.9817964865000004,5.5947505815
남성,40~49,고등학교,300만원 ~ 400만원,12.075,38.67,2.1876941805,3.394328812
남성,30~39,고등학교,500만원 ~ 600만원,12.475,42.545,5.8224533457500005,8.1857144935
남성,50~59,4년제이상 대학,200만원 ~ 300만원,12.35,37.3625,2.14884673075,3.2374527945
남성,50~59,"2,3년제 전문대학",500만원 ~ 600만원,10.675,41.125,6.481676855,9.209579012999999
여성,50~59,4년제이상 대학,200만원 ~ 300만원,11.950000000000001,36.88,2.24294996675,3.311370594
남성,20~29,고등학교,400만원 ~ 500만원,12.825,42.33,3.46075087175,4.89862984975
남성,50~59,4년제이상 대학,300만원 ~ 400만원,13.2,36.8275,2.0787038735,3.1811079107499998
여성,60이상,"2,3년제 전문대학",200만원 ~ 300만원,9.625,36.64,4.339351696,6.15530317075
여성,30~39,고등학교,소득없음,13.049999999999999,45.5375,2.4809823525,3.50099338275
남성,20~29,4년제이상 대학,400만원 ~ 500만원,15.0,41.43,3.0735996135,4.32731354775
남성,20~29,4년제이상 대학,소득없음,15.975,48.0975,1.9917994465000002,2.8154899175
남성,30~39,4년제이상 대학,500만원 ~ 600만원,14.649999999999999,41.644999999999996,5.4353020875,7.614398191499999
여성,16~19,"2,3년제 전문대학",200만원 ~ 300만원,12.700000000000001,41.877500000000005,4.1823664009999995,5.83304487575
여성,20~29,4년제이상 대학,200만원 ~ 300만원,15.0,40.9875,1.76900072175,2.52598145775
남성,20~29,고등학교,500만원 ~ 600만원,12.825,45.522499999999994,5.814524934,8.14544512975
여성,40~49,4년제이상 대학,400만원 ~ 500만원,12.6,37.7825,3.36349114325,4.82852508275
여성,50~59,고등학교,200만원 ~ 300만원,9.775,37.78,2.6301012249999998,3.882686896
남성,30~39,"2,3년제 전문대학",소득없음,14.35,45.730000000000004,2.5800817924999997,3.7058203302500003
남성,60이상,고등학교,소득없음,9.7,44.04,4.36894774475,6.166066883499999
여성,40~49,고등학교,200만원 ~ 300만원,10.825,38.7225,2.35194027375,3.5245914952499997
남성,30~39,4년제이상 대학,300만원 ~ 400만원,15.899999999999999,37.957499999999996,1.6126830402499999,2.43598813825
여성,60이상,고등학교,200만원 ~ 300만원,8.725,36.93,4.14614902,5.87655842375
여성,60이상,4년제이상 대학,300만원 ~ 400만원,11.75,35.495000000000005,3.6888549045000003,5.2488972380000005
여성,30~39,"2,3년제 전문대학",200만원 ~ 300만원,13.375,38.620000000000005,2.35728306775,3.4163118705
여성,30~39,고등학교,소득없음,13.049999999999999,45.5375,2.4809823525,3.50099338275
여성,30~39,4년제이상 대학,500만원 ~ 600만원,14.25,41.162499999999994,5.5294053235,7.688315991
남성,50~59,중졸이하,300만원 ~ 400만원,11.0,42.582499999999996,10.014906739249998,16.459588660999998
여성,30~39,"2,3년제 전문대학",소득없음,13.95,45.2475,2.6741850285,3.77973812975
남성,40~49,고등학교,100만원 ~ 200만원,10.424999999999999,44.11,4.5206703702499995,7.29547696025
남성,30~39,4년제이상 대학,소득없음,15.624999999999998,45.12,1.99972785825,2.85575928125
여성,50~59,4년제이상 대학,300만원 ~ 400만원,12.8,36.345,2.1728071095,3.25502571025
여성,30~39,고등학교,300만원 ~ 400만원,13.325,38.375,2.0939375345,3.0812222397499998
여성,40~49,고등학교,300만원 ~ 400만원,11.675,38.1875,2.2817974165,3.4682466114999997
여성,50~59,4년제이상 대학,200만원 ~ 300만원,11.950000000000001,36.88,2.24294996675,3.311370594
남성,20~29,4년제이상 대학,200만원 ~ 300만원,15.4,41.47,1.67489748575,2.45206365825
여성,20~29,4년제이상 대학,400만원 ~ 500만원,14.6,40.9475,3.1677028495,4.40123134725
남성,30~39,고등학교,소득없음,13.45,46.02,2.3868791165000003,3.42707558325
여성,50~59,4년제이상 대학,400만원 ~ 500만원,11.55,36.84,3.6416520945,5.1866204835000005
여성,60이상,중졸이하,500만원 ~ 600만원,8.3,44.9375,15.4476768175,23.7057880415
남성,50~59,4년제이상 대학,200만원 ~ 300만원,12.35,37.3625,2.14884673075,3.2374527945
남성,50~59,4년제이상 대학,300만원 ~ 400만원,13.2,36.8275,2.0787038735,3.1811079107499998
여성,16~19,고등학교,200만원 ~ 300만원,11.8,42.1675,3.989163725,5.55430012875
여성,60이상,4년제이상 대학,200만원 ~ 300만원,10.9,36.03,3.75899776175,5.30524212175
여성,20~29,고등학교,300만원 ~ 400만원,13.675,41.35249999999999,2.08600912275,3.040952876
남성,60이상,4년제이상 대학,400만원 ~ 500만원,10.899999999999999,36.472500000000004,5.0635966535,7.10657421175
남성,40~49,"2,3년제 전문대학",400만원 ~ 500만원,11.725,38.875,3.8497418415,5.60466833225
남성,50~59,4년제이상 대학,200만원 ~ 300만원,12.35,37.3625,2.14884673075,3.2374527945
남성,40~49,"2,3년제 전문대학",200만원 ~ 300만원,12.125,38.915000000000006,2.45103971375,3.72941844275
여성,40~49,고등학교,300만원 ~ 400만원,11.675,38.1875,2.2817974165,3.4682466114999997
여성,30~39,4년제이상 대학,400만원 ~ 500만원,14.25,37.97,3.17563126125,4.441500711
여성,30~39,4년제이상 대학,100만원 ~ 200만원,13.85,42.915,4.039762466,6.411054086
남성,50~59,고등학교,300만원 ~ 400만원,11.025,37.7275,2.46585513175,3.75242421275
남성,30~39,고등학교,500만원 ~ 600만원,12.475,42.545,5.8224533457500005,8.1857144935
남성,50~59,고등학교,400만원 ~ 500만원,9.775,38.2225,3.93470011675,5.684018986
남성,60이상,4년제이상 대학,200만원 ~ 300만원,11.299999999999999,36.5125,3.6648945257500003,5.23132432225
여성,60이상,고등학교,소득없음,9.3,43.5575,4.46305098075,6.239984682999999
남성,60이상,4년제이상 대학,100만원 ~ 200만원,10.499999999999998,41.417500000000004,5.92772785825,9.076127586750001
남성,16~19,4년제이상 대학,100만원 미만,13.825000000000001,42.875,8.44490923075,12.16933804175
남성,30~39,고등학교,200만원 ~ 300만원,12.875,39.3925,2.06997715575,3.063649324
남성,60이상,"2,3년제 전문대학",소득없음,10.6,43.75,4.56215042075,6.4448116305
남성,50~59,4년제이상 대학,300만원 ~ 400만원,13.2,36.8275,2.0787038735,3.1811079107499998
남성,16~19,고등학교,300만원 ~ 400만원,13.05,42.114999999999995,3.82491763175,5.424037445500001
여성,40~49,4년제이상 대학,200만원 ~ 300만원,13.0,37.8225,1.9647890154999998,2.9532751932499997
여성,16~19,고등학교,100만원 미만,11.25,43.2925,8.926163725,12.81457214325
남성,60이상,고등학교,200만원 ~ 300만원,9.125,37.4125,4.052045784,5.8026406242499995
남성,60이상,4년제이상 대학,300만원 ~ 400만원,12.149999999999999,35.977500000000006,3.5947516685000003,5.1749794385
남성,30~39,4년제이상 대학,300만원 ~ 400만원,15.899999999999999,37.957499999999996,1.6126830402499999,2.43598813825
여성,60이상,중졸이하,200만원 ~ 300만원,8.700000000000001,41.785000000000004,11.6952006275,18.583722872000003
여성,30~39,4년제이상 대학,100만원 ~ 200만원,13.85,42.915,4.039762466,6.411054086
여성,16~19,고등학교,400만원 ~ 500만원,11.4,42.1275,5.38786585275,7.42955001825
여성,40~49,고등학교,소득없음,11.4,45.35,2.6688422345,3.8880177545
여성,60이상,고등학교,300만원 ~ 400만원,9.575,36.394999999999996,4.07600616275,5.82021354
남성,40~49,고등학교,200만원 ~ 300만원,11.225,39.205,2.25783703775,3.45067369575
남성,50~59,고등학교,소득없음,10.75,44.89,2.8528999497500003,4.1721953557500004
여성,16~19,"2,3년제 전문대학",400만원 ~ 500만원,12.3,41.837500000000006,5.5810685287499995,7.70829476525
여성,60이상,4년제이상 대학,300만원 ~ 400만원,11.75,35.495000000000005,3.6888549045000003,5.2488972380000005
여성,50~59,4년제이상 대학,300만원 ~ 400만원,12.8,36.345,2.1728071095,3.25502571025
여성,60이상,고등학교,300만원 ~ 400만원,9.575,36.394999999999996,4.07600616275,5.82021354
남성,30~39,"2,3년제 전문대학",400만원 ~ 500만원,13.375,39.0625,3.6618819594999996,5.2176439605
여성,50~59,4년제이상 대학,300만원 ~ 400만원,12.8,36.345,2.1728071095,3.25502571025
여성,16~19,4년제이상 대학,200만원 ~ 300만원,13.975,41.2675,3.6020124667499998,4.98298382675
남성,60이상,4년제이상 대학,200만원 ~ 300만원,11.299999999999999,36.5125,3.6648945257500003,5.23132432225
여성,60이상,고등학교,200만원 ~ 300만원,8.725,36.93,4.14614902,5.87655842375
남성,40~49,4년제이상 대학,소득없음,13.975,44.9325,2.1875877402499997,3.242783653
남성,20~29,고등학교,200만원 ~ 300만원,13.225,42.37,2.062048744,3.0233799602499998
여성,30~39,4년제이상 대학,200만원 ~ 300만원,14.65,38.01,1.7769291335,2.5662508215
여성,30~39,고등학교,200만원 ~ 300만원,12.475,38.91,2.1640803917499998,3.1375671234999998
남성,60이상,"2,3년제 전문대학",400만원 ~ 500만원,9.625,37.0825,5.64395058775,7.95663526075
남성,50~59,4년제이상 대학,100만원 ~ 200만원,11.549999999999999,42.2675,4.4116800632499995,7.0822560590000005
여성,50~59,4년제이상 대학,300만원 ~ 400만원,12.8,36.345,2.1728071095,3.25502571025
남성,40~49,4년제이상 대학,300만원 ~ 400만원,14.25,37.769999999999996,1.8005429222499998,2.82301251
여성,20~29,"2,3년제 전문대학",400만원 ~ 500만원,13.325,41.557500000000005,3.74805678375,5.25129239625
여성,50~59,"2,3년제 전문대학",200만원 ~ 300만원,10.675,37.49,2.823303901,4.161431643
여성,16~19,4년제이상 대학,소득없음,14.549999999999999,47.894999999999996,3.9189144275,5.346410086000001
여성,30~39,4년제이상 대학,200만원 ~ 300만원,14.65,38.01,1.7769291335,2.5662508215
여성,20~29,4년제이상 대학,700만원 이상,15.55,45.137499999999996,34.53933404675,68.39120139725
남성,40~49,고등학교,200만원 ~ 300만원,11.225,39.205,2.25783703775,3.45067369575
남성,16~19,4년제이상 대학,300만원 ~ 400만원,15.225000000000001,41.215,3.4377663735,4.8527211435
남성,40~49,고등학교,300만원 ~ 400만원,12.075,38.67,2.1876941805,3.394328812
